ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Andoa	Arabela	Bora	Candoshi-Shapra	Canichana	Chayahuita	Chibito	Coeruna	Iquito	Juri	MiranhaCarapana-Tapuya	Muinane	Muniche	Ocaina	Omurano	Pebas	Proto-Bora-Muinane	Resigaro	Shiwilu	Shuar	Taushiro	Tequiraca	Ticuna	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yameo	Yanesha	Zaparo	COGNATESETS	CONCEPTS
430	V	1	ui	ʊː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3649:3	to blow (of wind)
482	V	1	ua	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4593:3	to swim
51	V	54	u	ʊ	o	-	a	o	u	i	e	Ø	Ø	a	e	i	Ø	a	Ø	a	i	i	i	u	Ø	Ø	u	Ø	u	Ø	a	a	a	u	Ø	Ø	-	149:1, 149:4, 422:1, 467:2, 771:1, 800:1, 1733:1, 2254:1, 2906:1, 3073:1, 3073:3, 3340:2, 3864:1, 4452:0, 4452:2, 4593:1, 4886:1, 5109:3, 5353:1, 502:0, 1158:1, 1218:6, 1347:3, 1799:3, 2159:1, 2959:1, 3208:1, 4286:3, 5435:2, 1091:0, 1283:1, 2671:4, 3272:1, 3649:0, 4255:1, 4255:3, 2526:0, 2526:3, 5161:1, 5161:3, 381:1, 381:3, 523:1, 87:4, 99:1, 953:1, 1130:4, 1562:1, 1984:2, 2373:1, 2611:1, 3302:0, 3522:3, 4404:6	animal / ashes / back (person's) / black / blood / bone / child (young person rather than as relationship term) / cloud / earth (soil) / egg / feather (larger feathers rather than down) / five / flower / fog / four / grass / guts / here / leaf / leg / mother / neck / nose / one / right (hand) / root / rotten (especially log) / short / skin (person's) / smoke (of fire) / stick (of wood) / straight / sun / tail / this / to blow (of wind) / to eat / to live / to play / to sing / to spit / to swim / tree / when? / white / woman / ye
50	V	43	u	Ø	a	-	o	Ø	e	Ø	Ø	Ø	i	Ø	Ø	u	Ø	o	i	Ø	u	Ø	Ø	u	Ø	Ø	Ø	a	u	Ø	e	e	e	Ø	Ø	e	u	3:0, 3:1, 219:4, 556:1, 556:2, 730:4, 1095:1, 1159:3, 1285:1, 1285:4, 1891:1, 2223:4, 2576:1, 2576:2, 2673:1, 2673:2, 2791:1, 2791:2, 2859:4, 3045:1, 3342:1, 3623:5, 3833:2, 3866:5, 4069:4, 4102:5, 4257:1, 4325:8, 4492:1, 4573:1, 4573:2, 4659:3, 4704:1, 4977:6, 1391:2, 1984:4, 2258:1, 2758:5, 3681:2, 3923:5, 5259:1, 3477:8, 3890:5	I / bark / day (opposite of night rather than time measure) / ear / five / fog / grass / hand / louse / mother / night / nose / river / rotten (especially log) / say / sea (ocean) / seed / small / tail / thick / to bite / to breathe / to drink / to eat / to fall (drop rather than topple) / to hear / to hit / to live / to push / to squeeze / to swell / to throw / to tie / water / wife
56	V	40	u	ʊ	Ø	i	ɛ	i	o	Ø	Ø	Ø	a	Ø	i	o	Ø	ɯ	Ø	Ø	o	Ø	Ø	u	i	Ø	Ø	i	u	Ø	ɯ	ɯ	ɯ	Ø	Ø	e	u	405:3, 534:3, 787:2, 819:1, 819:3, 1165:3, 1486:0, 1526:5, 1787:3, 1813:0, 1899:0, 2420:1, 2684:1, 2709:0, 2843:1, 3026:0, 3026:2, 3085:3, 3259:3, 3259:5, 3510:1, 3884:1, 3956:3, 4394:1, 4501:2, 4503:0, 4639:5, 4668:1, 4745:1, 4830:1, 5120:1, 5339:1, 5418:3, 2090:5, 2610:8, 3368:2, 3524:2, 4233:1, 5133:1, 727:1	black / cloud / ear / earth (soil) / egg / fog / head / heart / left (hand) / leg / louse / name / other / root / rotten (especially log) / salt / see / sleep / smoke (of fire) / stone / that / thin / this / to eat / to fear / to laugh / to sew / to squeeze / to think / to throw / to vomit / tongue / when? / where? / with (accompanying) / worm
213	V	10	u	ʊ	Ø	ɨː	Ø	oː	Ø	o	Ø	Ø	ɨː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	u	Ø	Ø	Ø	i	u	Ø	u	ui	u	e	Ø	Ø	Ø	534:0, 1165:0, 3085:0, 4503:2, 5120:3, 706:2, 1128:4, 1468:1, 4542:1, 5134:1	cloud / dust / flower / fog / head / smoke (of fire) / to squeeze / to suck / when? / where?
103	V	7	u	ʊ	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	oː	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	u	Ø	u	u	u	-	Ø	Ø	Ø	4037:1, 4067:3, 4286:5, 512:3, 2063:1, 3182:0, 4542:3	child (young person rather than as relationship term) / mouth / star / to give / to hear / to play / to suck
192	V	6	u	ʊ	Ø	u	Ø	Ø	Ø	Ø	Ø	a	iː	o	a	Ø	Ø	oː	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	u	Ø	oɯ	ɯ	oɯ	Ø	Ø	e	u	130:1, 1682:1, 3012:4, 3831:2, 3832:4, 1396:6	at / hand / in / sleep / to drink
167	V	2	u	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1390:0, 2048:3	hand / mouth
320	V	1	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2159:4	neck
412	V	1	u	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:3	thick
491	V	1	u	ʊ	Ø	Ø	Ø	Ø	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4731:3	to vomit
255	V	1	iː	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	833:1	eye
10	V	97	i	-	a	a	-	Ø	Ø	i	Ø	-	ɨ	-	Ø	ɨ	Ø	a	i	Ø	ɨ	Ø	Ø	-	Ø	Ø	-	Ø	-	Ø	e	e	e	a	Ø	-	au	274:1, 274:5, 328:4, 405:5, 405:7, 534:4, 603:5, 603:7, 666:3, 666:5, 666:7, 687:6, 750:1, 787:0, 787:5, 890:2, 1165:4, 1334:5, 1334:7, 1526:3, 1551:1, 1551:3, 1551:5, 1692:0, 1787:7, 1873:2, 2032:6, 2207:4, 2483:4, 2483:6, 2541:5, 2684:6, 2687:5, 2843:4, 2897:4, 2897:6, 3026:4, 3059:5, 3059:7, 3085:4, 3114:5, 3114:7, 3510:4, 3723:3, 3761:5, 3823:4, 3850:5, 3884:5, 3956:7, 3994:3, 4019:3, 4138:7, 4191:4, 4191:6, 4215:4, 4273:5, 4310:5, 4394:5, 4416:3, 4442:3, 4442:5, 4484:5, 4501:4, 4503:5, 4556:5, 4609:2, 4639:3, 4668:6, 4701:5, 4745:4, 4745:6, 4830:3, 4945:1, 5183:2, 5183:4, 5183:6, 5245:4, 5248:8, 1572:1, 4077:5, 4640:6, 4762:7, 5503:7, 221:2, 424:4, 512:4, 1745:4, 2256:3, 2751:5, 3012:7, 3302:4, 3708:6, 4002:7, 4067:6, 4100:7, 4323:6, 4731:6	bark / belly / big / black / blood / child (young person rather than as relationship term) / cloud / dirty / dry (substance) / dull (knife) / ear / earth (soil) / far / fog / green / heart / heavy / here / in / leaf / left (hand) / long / mountain / new / nose / red / right (hand) / rotten (especially log) / say / see / sharp (as knife) / sleep / small / smoke (of fire) / smooth / sun / thin / to come / to cut / to dig / to drink / to eat / to fear / to flow / to fly / to hear / to hit / to hold (in hand) / to kill / to know (facts) / to live / to pull / to push / to sew / to sing / to smell (perceive odor) / to split / to squeeze / to suck / to swim / to think / to throw / to tie / to vomit / to walk / tongue / two / white / wide / yellow
18	V	80	i	iː	i	i	ɯ	Ø	Ø	ɨ	Ø	o	iː	i	a	ɨ	Ø	o	Ø	a	ɨ	Ø	ə	i	Ø	Ø	ɯ	Ø	iː	Ø	ɯ	ɯ	ɯ	Ø	Ø	e	i	102:4, 131:1, 185:1, 383:1, 469:5, 586:4, 676:1, 678:1, 704:5, 729:1, 803:4, 836:0, 905:1, 905:2, 905:4, 1022:1, 1022:2, 1022:4, 1318:4, 1467:0, 1510:4, 1511:0, 1599:1, 1599:4, 1664:7, 2001:4, 2021:4, 2035:4, 2051:1, 2462:1, 2644:0, 2673:4, 2702:0, 2726:1, 2822:4, 2886:1, 3014:1, 3100:3, 3100:4, 3100:6, 3173:4, 3173:6, 3209:0, 3275:1, 3303:1, 3556:0, 3556:1, 3750:3, 4039:3, 4301:4, 4301:6, 4491:3, 4687:4, 4705:1, 4756:0, 4782:4, 4889:0, 4929:2, 4976:1, 5018:1, 5018:2, 5203:1, 5412:1, 5438:2, 5438:3, 424:1, 629:1, 835:4, 1019:1, 2164:1, 2611:3, 3501:1, 3681:4, 4818:3, 2222:1, 2821:3, 3709:2, 4068:3, 4256:2, 2701:0	ashes / at / bad (deleterious or unsuitable) / black / blood / bone / dirty / dog / dull (knife) / dust / ear / egg / eye / fat (organic substance) / fire / green / head / heart / how / if / mother / mountain / mouth / neck / night / red / root / rope / rotten (especially log) / salt / sand / see / sharp (as knife) / sleep / smooth / star / stick (of wood) / straight / sun / thin / thou / to breathe / to come / to cut / to give / to hear / to live / to pull / to squeeze / to tie / to walk / to wash / tongue / tree / two / water / we / who? / worm / ye
54	V	49	i	i	i	i	ɨ	Ø	Ø	ɨ	Ø	Ø	i	Ø	Ø	e	Ø	-	Ø	Ø	e	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	ui	ui	ui	Ø	Ø	e	i	219:1, 219:2, 556:5, 676:5, 730:1, 955:4, 1095:4, 1286:1, 1510:1, 1510:2, 1628:3, 1736:8, 2001:1, 2001:2, 2117:3, 2822:6, 2978:1, 3045:7, 3173:1, 3173:2, 3471:1, 3471:2, 3471:4, 3623:0, 3777:3, 4257:3, 4257:4, 4623:0, 4704:5, 4813:1, 4813:4, 5057:1, 5057:2, 5233:3, 1391:6, 5162:2, 5162:4, 4812:3, 5354:5, 221:0, 834:3, 3681:6, 3708:1, 4323:1, 4701:1, 5332:2, 2161:2, 5110:7, 5475:4	bark / day (opposite of night rather than time measure) / dull (knife) / ear / eye / feather (larger feathers rather than down) / five / grass / hand / heart / husband / leaf / mother / narrow / neck / see / sky / small / star / thick / to bite / to breathe / to come / to die / to live / to push / to think / to tie / tongue / wet / when? / white / wide / with (accompanying) / woman / year
78	V	36	i	i	Ø	ɨ	i	i	e	ɨ	Ø	ɨ	ɨː	Ø	o	i	Ø	oː	Ø	Ø	i	Ø	ə	i	Ø	Ø	Ø	Ø	i	Ø	-	-	o	-	Ø	e	ɨ	1:1, 35:3, 800:3, 2221:3, 2254:3, 2366:3, 2366:5, 2407:3, 3396:3, 4685:1, 4811:0, 4886:3, 4925:1, 5081:3, 347:6, 502:2, 1158:6, 2598:1, 3127:3, 3208:3, 3967:3, 4300:3, 4781:1, 1541:1, 1541:3, 523:6, 727:3, 1355:0, 1562:3, 3044:1, 3272:5, 3429:1, 3890:0, 3917:2, 4983:1, 1997:3	I / all (of a number) / bird / child (young person rather than as relationship term) / cloud / ear / egg / fog / hair / heavy / here / mother / night / nose / one / other / road (or trail) / small / snake / stick (of wood) / straight / there / they / to eat / to fall (drop rather than topple) / to fight / to pull / to tie / to wash / tongue / tree / two / water / what?
125	V	26	i	Ø	a	a	-	Ø	Ø	Ø	-	Ø	a	Ø	Ø	-	Ø	a	Ø	Ø	-	Ø	Ø	iː	Ø	Ø	Ø	Ø	i	Ø	a	a	a	-	Ø	e	a	1542:5, 1828:5, 2161:6, 2408:3, 3013:1, 3075:2, 3075:4, 3075:6, 5110:5, 5475:2, 5475:8, 834:1, 834:7, 1889:5, 1889:7, 2255:1, 4887:0, 4887:4, 562:8, 2986:7, 3226:0, 3226:4, 954:1, 1391:0, 3212:5, 3428:1	day (opposite of night rather than time measure) / eye / feather (larger feathers rather than down) / hand / heavy / liver / louse / neck / nose / other / sky / sleep / smoke (of fire) / stick (of wood) / they / tree / when? / year
46	V	24	i	-	Ø	aː	Ø	Ø	Ø	-	Ø	a	aː	o	Ø	-	Ø	oː	Ø	Ø	Ø	Ø	Ø	-	Ø	e	-	ɨ	-	Ø	o	o	o	i	Ø	e	a	562:4, 2266:1, 4785:3, 5503:1, 3967:6, 3975:7, 4208:5, 4286:8, 4300:6, 3073:6, 3831:5, 4452:8, 4621:11, 2526:5, 2526:9, 3649:5, 4255:6, 3775:5, 4166:3, 4233:4, 4888:1, 5082:5, 5133:3, 5370:6	day (opposite of night rather than time measure) / nose / right (hand) / smoke (of fire) / to blow (of wind) / to die / to drink / to fight / to float / to kill / to know (facts) / to laugh / to live / to play / to pull / to spit / to think / to wash / tree / what? / where? / woman / yellow
200	V	9	i	i	o	u	Ø	Ø	a	-	Ø	-	i	-	o	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	-	-	-	Ø	a	e	u	3013:5, 4167:4, 468:3, 1396:3, 1889:1, 387:1, 387:5, 3708:4, 3832:6	black / bone / hand / louse / sleep / to come / to drink / to kill
110	V	8	i	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	a	Ø	-	Ø	Ø	a	Ø	ɯ	-	ɯ	Ø	Ø	Ø	Ø	603:3, 3823:2, 4996:2, 5267:1, 1635:0, 2751:3, 5370:3, 1218:1	dirty / four / husband / say / to dig / water / wife / woman
202	V	7	i	-	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	ɯ	Ø	Ø	a	Ø	Ø	u	Ø	Ø	o	Ø	-	Ø	e	e	e	u	Ø	Ø	Ø	2063:2, 3477:1, 4785:5, 3627:4, 3663:5, 4147:6, 4542:7	mouth / thick / to bite / to blow (of wind) / to hunt (game) / to suck / to wash
208	V	6	i	ɛi	Ø	Ø	ɯ	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	-	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	ei	Ø	Ø	Ø	ɨ	i	Ø	Ø	Ø	Ø	i	Ø	a	au	1508:6, 4621:6, 4811:3, 1435:1, 2020:1, 2021:3	he / heart / mountain / to think / tongue
228	V	6	i	-	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	oː	Ø	Ø	Ø	Ø	a	-	Ø	a	Ø	Ø	-	Ø	i	ɯ	i	Ø	Ø	-	Ø	706:4, 1635:1, 2526:7, 4818:6, 5248:1, 5370:4	dust / husband / right (hand) / tongue / wide / woman
58	V	5	i	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4246:6, 4755:7, 4781:6, 4593:7, 4685:6	to lie / to swim / to tie / to walk / to wash
127	V	4	i	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	e	Ø	ɯ	ɯ	u	Ø	Ø	Ø	Ø	1508:2, 4621:2, 5259:5, 1966:1	heart / meat (flesh) / to think / wife
97	V	2	i	ʊ	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3864:5, 4037:5	to eat / to give
346	V	1	i	ʊ	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2459:6	red
434	V	1	i	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3680:7	to breathe
478	V	1	i	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4452:6	to spit
489	V	1	i	i	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4731:0	to vomit
490	V	1	i	-	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4731:2	to vomit
519	V	1	i	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ei	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5109:6	when?
