ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Arabela	Bora	Chayahuita	Iquito	Muinane	Ocaina	Resigaro	Shiwilu	Shuar	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yanesha	Zaparo	COGNATESETS	CONCEPTS
295	v	1	u	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:3	thick
358	v	1	u	ʊ	Ø	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4731:3	to vomit
171	v	1	iː	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	833:1	eye
2	v	94	i	-	Ø	-	i	ɨ	ɨ	a	Ø	Ø	-	Ø	-	Ø	e	e	e	a	-	au	274:1, 274:5, 328:4, 405:5, 405:7, 534:4, 603:5, 603:7, 666:3, 666:5, 666:7, 687:6, 750:1, 787:0, 787:5, 890:2, 1165:4, 1334:5, 1334:7, 1526:3, 1551:1, 1551:3, 1551:5, 1692:0, 1745:3, 1787:7, 1873:2, 2032:6, 2207:4, 2483:4, 2483:6, 2541:5, 2684:6, 2687:5, 2843:4, 2897:4, 2897:6, 3026:4, 3059:5, 3059:7, 3085:4, 3114:5, 3114:7, 3510:4, 3723:3, 3761:5, 3823:4, 3850:5, 3884:5, 3956:7, 3994:3, 4019:3, 4138:7, 4191:4, 4191:6, 4215:4, 4273:5, 4310:5, 4394:5, 4416:3, 4442:3, 4442:5, 4484:5, 4501:4, 4503:5, 4556:5, 4609:2, 4639:3, 4668:6, 4701:5, 4745:4, 4745:6, 4830:3, 4945:1, 5183:2, 5183:4, 5183:6, 5245:4, 5248:8, 1572:1, 4077:5, 4640:6, 4762:7, 5503:7, 221:2, 424:4, 512:4, 2751:5, 3012:6, 3708:6, 4002:7, 4100:7, 4323:6, 4731:6	bark / belly / big / black / blood / child (young person rather than as relationship term) / cloud / dirty / dry (substance) / dull (knife) / ear / earth (soil) / far / fog / green / heart / heavy / here / in / leaf / left (hand) / long / mountain / new / red / right (hand) / rotten (especially log) / say / see / sharp (as knife) / sleep / small / smoke (of fire) / smooth / thin / to come / to cut / to dig / to drink / to eat / to fear / to flow / to fly / to hear / to hit / to hold (in hand) / to kill / to know (facts) / to live / to pull / to push / to sew / to sing / to smell (perceive odor) / to split / to squeeze / to suck / to swim / to think / to throw / to tie / to vomit / to walk / tongue / two / white / wide / yellow
22	v	43	i	i	Ø	i	ɨ	ɨ	i	a	u	Ø	i	Ø	i	Ø	a	a	a	Ø	e	ɨ	50:1, 50:3, 603:2, 666:1, 890:0, 1130:1, 1130:4, 1787:1, 1813:2, 1838:1, 1873:0, 1899:4, 2311:1, 2353:5, 2541:1, 2621:4, 2659:1, 2687:1, 2924:1, 3212:1, 3212:5, 3322:5, 3408:1, 3604:3, 3761:3, 3956:1, 4442:1, 4484:3, 4668:4, 4701:3, 4945:3, 5339:3, 562:8, 2373:1, 2986:7, 4887:0, 4887:4, 3226:0, 3226:4, 221:4, 1441:1, 3429:1, 3708:1	all (of a number) / bark / day (opposite of night rather than time measure) / dirty / dry (substance) / far / flower / he / left (hand) / leg / liver / long / louse / not / old / one / right (hand) / root / rope / rotten (especially log) / short / sky / stick (of wood) / sun / there / they / three / to come / to cut / to fear / to smell (perceive odor) / to split / to throw / to tie / tree / two / with (accompanying)
30	v	34	i	i	ɨ	Ø	ɨ	i	Ø	oː	Ø	ə	i	a	i	Ø	-	-	o	-	e	u	1:1, 35:3, 727:3, 800:3, 2221:3, 2254:3, 2366:3, 2366:5, 2407:3, 3396:3, 4685:1, 4811:0, 4886:3, 4925:1, 5081:3, 347:6, 502:2, 1158:6, 2598:1, 3127:3, 3208:3, 3967:3, 4300:3, 4781:1, 1541:1, 1541:3, 523:6, 1355:0, 1562:3, 2758:5, 3044:1, 3272:5, 3890:0, 1997:3	I / all (of a number) / bird / child (young person rather than as relationship term) / cloud / ear / egg / fog / hair / heavy / here / mother / night / nose / one / other / road (or trail) / say / small / snake / stick (of wood) / straight / there / to eat / to fight / to pull / to tie / to wash / tongue / tree / two / what?
31	v	24	i	-	aː	Ø	-	aː	-	oː	Ø	Ø	-	ɨ	-	Ø	o	o	o	i	e	a	562:4, 2266:1, 4785:3, 5503:1, 3073:6, 3831:5, 4067:6, 4452:8, 4621:11, 3967:6, 3975:7, 4208:5, 4286:8, 4300:6, 2526:5, 2526:9, 3649:5, 4255:6, 3775:5, 4166:3, 4233:4, 4888:1, 5082:5, 5133:3	day (opposite of night rather than time measure) / nose / right (hand) / smoke (of fire) / to blow (of wind) / to die / to drink / to fight / to float / to hear / to kill / to know (facts) / to laugh / to live / to play / to pull / to spit / to think / to wash / tree / what? / where? / yellow
69	v	7	i	Ø	Ø	Ø	ɨ	Ø	Ø	-	Ø	Ø	a	Ø	a	Ø	ɯ	-	ɯ	Ø	Ø	Ø	603:3, 3823:2, 4996:2, 5267:1, 1635:0, 2751:3, 1218:1	dirty / four / husband / say / to dig / water / wife
132	v	7	i	-	Ø	a	Ø	Ø	a	ɯ	Ø	Ø	u	Ø	-	Ø	e	e	e	u	Ø	Ø	2063:2, 3477:1, 3627:4, 4785:5, 3663:5, 4147:6, 4542:7	mouth / thick / to bite / to blow (of wind) / to hunt (game) / to suck / to wash
138	v	7	i	ɛi	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	ei	ɨ	i	Ø	ui	ui	ui	i	a	au	1508:6, 4621:6, 4811:3, 1435:1, 2020:1, 4323:1, 4701:1	he / heart / mountain / to push / to think / to tie / tongue
36	v	5	i	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4246:6, 4755:7, 4781:6, 4593:7, 4685:6	to lie / to swim / to tie / to walk / to wash
74	v	4	i	i	u	Ø	-	iː	Ø	-	Ø	Ø	i	Ø	i	Ø	Ø	Ø	Ø	Ø	e	u	3708:4, 5332:2, 468:1, 3832:4	bone / to come / to drink / with (accompanying)
151	v	4	i	-	Ø	Ø	a	Ø	Ø	oː	Ø	Ø	-	Ø	-	Ø	i	ɯ	i	Ø	Ø	Ø	706:4, 1635:1, 2526:7, 5248:1	dust / husband / right (hand) / wide
155	v	4	i	Ø	a	i	Ø	a	o	Ø	Ø	Ø	iː	Ø	i	Ø	ai	u	ai	a	e	aː	954:3, 3428:1, 3501:5, 3663:1	feather (larger feathers rather than down) / they / thin / to blow (of wind)
64	v	2	i	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1508:2, 4621:2	heart / to think
66	v	2	i	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3864:5, 4037:5	to eat / to give
175	v	1	i	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1019:1	fire
243	v	1	i	ʊ	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	i	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2459:6	red
312	v	1	i	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3680:7	to breathe
347	v	1	i	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4452:6	to spit
356	v	1	i	i	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4731:0	to vomit
357	v	1	i	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4731:2	to vomit
376	v	1	i	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ei	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5109:6	when?
14	v	58	aː	a	aː	i	a	ɨː	i	o	Ø	a	a	Ø	a	Ø	o	o	o	Ø	Ø	a	135:1, 230:2, 750:3, 971:2, 971:4, 1334:1, 1334:3, 1486:2, 1526:1, 1689:1, 1692:2, 1695:1, 1695:3, 1726:1, 1814:3, 1838:3, 1899:2, 2150:3, 2207:1, 2353:3, 2621:5, 2659:2, 2843:2, 2924:3, 3139:3, 3259:1, 3322:3, 3850:3, 3994:1, 4138:1, 4215:2, 4310:1, 4310:3, 4394:3, 4416:1, 4484:1, 4501:0, 4639:1, 4862:4, 5120:6, 5248:4, 5322:4, 5370:4, 5453:0, 629:4, 1396:0, 2229:4, 2266:3, 2986:5, 3561:0, 4785:1, 5032:1, 3044:3, 3301:2, 3429:3, 3622:1, 5085:4, 1283:3	at / bark / dog / ear / feather (larger feathers rather than down) / grass / green / hand / head / heart / in / lake / leg / liver / louse / near / new / night / nose / old / root / rope / see / short / sky / small / snake / stone / sun / they / thou / to bite / to drink / to flow / to hold (in hand) / to know (facts) / to pull / to sew / to sing / to split / to squeeze / to think / to wash / tooth (front rather than molar) / we / what? / when? / wide / wing / woman / ye
71	v	3	aː	əɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3975:3, 4208:3, 216:1	bark / to float / to know (facts)
103	v	2	aː	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	616:3, 3967:1	dog / to fight
278	v	1	aː	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3171:1	star
336	v	1	aː	oʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	aː	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	4166:1	to kill
359	v	1	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4755:3	to walk
249	v	1	au	oʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2671:1	rotten (especially log)
4	v	74	a	a	-	-	ɨ	iː	-	ɯ	Ø	ə	a	u	a	Ø	i	ai	ai	Ø	e	i	35:1, 422:4, 553:1, 616:1, 771:4, 1176:1, 1316:1, 1733:3, 1774:3, 1827:0, 1827:2, 2193:1, 2193:5, 2221:1, 2608:1, 2608:4, 2906:3, 3243:1, 3243:3, 3469:7, 3680:1, 3680:5, 4067:0, 4925:4, 5081:1, 5201:1, 5231:1, 5231:6, 5279:1, 5309:1, 5309:3, 5353:3, 347:1, 347:3, 1158:3, 1347:0, 1799:1, 1917:4, 1958:1, 1958:3, 2554:3, 2598:5, 2959:3, 3127:1, 3975:1, 4286:1, 4300:1, 5435:0, 258:1, 258:4, 381:6, 523:3, 3621:2, 4526:1, 4526:3, 1852:2, 1852:4, 2296:2, 3583:1, 3583:4, 1888:3, 3554:1, 2459:1, 4100:2, 1355:4, 2758:3, 2792:8, 2973:1, 3012:1, 3524:0, 4002:3, 4818:3, 5332:1, 1542:0	all (of a number) / belly / bird / black / blood / cloud / day (opposite of night rather than time measure) / dog / earth (soil) / fog / foot / green / guts / hair / heavy / leaf / left (hand) / leg / liver / long / louse / man (male human) / meat (flesh) / new / night / not / red / river / road (or trail) / root / say / sea (ocean) / short / skin (person's) / sky / sleep / snake / stone / thick / this / thou / three / to bite / to breathe / to float / to fly / to hear / to hit / to play / to pull / to stand / tongue / two / what? / who? / wide / wind / wing / with (accompanying) / woman / ye
136	v	16	a	a	ua	a	a	i	a	o	Ø	a	a	a	a	Ø	u	u	u	e	a	i	328:3, 2032:8, 2207:3, 3182:0, 3182:2, 4745:3, 5183:0, 5245:3, 2:1, 512:1, 1061:1, 1128:1, 1685:1, 4002:1, 5208:1, 5411:5	I / big / child (young person rather than as relationship term) / fish / flower / in / mountain / new / star / to fly / to vomit / white / who? / wide / worm
67	v	9	a	a	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	a	Ø	a	a	a	Ø	Ø	Ø	3441:4, 4077:3, 4640:4, 4762:3, 5503:3, 4323:3, 4363:4, 4621:9, 4755:5	they / to hear / to push / to rub / to think / to walk / yellow
149	v	7	a	a	Ø	Ø	a	Ø	i	ɯɯ	Ø	a	a	Ø	a	Ø	i	i	ɯ	Ø	-	Ø	2459:3, 4100:0, 706:0, 1838:5, 3775:1, 4818:6, 5411:3	dust / liver / red / to die / to hit / tongue / worm
35	v	4	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3396:0, 3864:3, 4037:3, 1091:5	five / there / to eat / to give
77	v	2	a	a	Ø	Ø	i	Ø	Ø	Ø	Ø	ə	-	Ø	a	Ø	Ø	Ø	-	Ø	Ø	Ø	1061:3, 4542:5	fish / to suck
114	v	2	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4685:4, 4781:3	to tie / to wash
228	v	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2193:3	new
257	v	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2787:6	sea (ocean)
260	v	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2906:5	short
297	v	1	a	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:5	thick
304	v	1	a	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3583:6	three
317	v	1	a	oʊ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	-	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3775:3	to die
331	v	1	a	ʊ	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	-	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4100:5	to hit
361	v	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4811:2	tongue
374	v	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5109:1	when?
381	v	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5231:4	wide
27	v	44	-	a	i	ɯ	ɨ	iː	ɨ	o	Ø	i	-	Ø	a	Ø	ɯ	ɯ	ɯ	Ø	e	a	405:3, 534:3, 787:2, 819:1, 819:3, 1165:3, 1486:0, 1526:5, 1787:3, 1813:0, 1899:0, 2164:1, 2420:1, 2684:1, 2709:0, 2843:1, 3026:0, 3026:2, 3085:3, 3259:3, 3259:5, 3510:1, 3884:1, 3956:3, 4394:1, 4501:2, 4503:0, 4639:5, 4668:1, 4745:1, 4830:1, 5120:1, 5339:1, 5370:1, 5418:3, 424:1, 629:1, 2299:1, 3501:1, 3681:4, 4002:5, 4593:5, 4818:1, 2161:4	black / blood / cloud / dog / earth (soil) / egg / fog / head / heart / left (hand) / leg / louse / neck / not / other / rotten (especially log) / salt / see / sleep / smoke (of fire) / stone / thin / to breathe / to eat / to fear / to fly / to sew / to squeeze / to swim / to think / to throw / to vomit / tongue / when? / with (accompanying) / woman / worm
34	v	29	-	-	a	i	Ø	a	i	aː	eː	Ø	-	a	-	Ø	aɯ	aɯ	aɯ	-	o	a	230:4, 2483:2, 2656:2, 2709:3, 3510:2, 3627:0, 834:1, 834:6, 1542:5, 1828:5, 1889:5, 1889:7, 2161:6, 2255:1, 2408:3, 3013:1, 3075:2, 3075:4, 3075:6, 5110:5, 5475:2, 5475:8, 954:1, 1466:2, 1984:0, 2758:0, 5020:1, 5202:1, 2020:4	bark / eye / feather (larger feathers rather than down) / head / heavy / liver / louse / mother / mountain / neck / nose / other / red / rope / salt / say / sleep / smoke (of fire) / thin / to bite / we / when? / who? / year
53	v	14	-	i	-	Ø	i	i	Ø	-	Ø	Ø	i	-	i	Ø	a	ai	a	-	Ø	a	2407:1, 3073:4, 1218:2, 328:0, 687:1, 2621:1, 2897:1, 3139:1, 5245:0, 5322:1, 2751:1, 3044:5, 5134:3, 5110:3	big / dull (knife) / four / other / root / say / sharp (as knife) / small / smoke (of fire) / snake / when? / where? / wide / wing
121	v	13	-	-	a	-	-	a	i	Ø	Ø	-	i	a	-	Ø	-	-	-	u	-	a	467:5, 727:5, 2906:7, 4925:3, 1355:3, 1355:6, 1218:5, 2598:4, 1128:6, 2973:7, 3501:3, 4888:5, 5020:6	bone / ear / flower / four / hair / road (or trail) / short / sky / thin / tree / two / we
127	v	8	-	a	i	-	Ø	iː	-	aː	-	Ø	-	-	a	Ø	-	-	-	-	Ø	i	2222:1, 2821:3, 3709:2, 4068:3, 4256:2, 3368:0, 3401:2, 2303:0	night / not / see / that / there / to come / to hear / to live
25	v	7	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1347:5, 1958:6, 2700:2, 2959:5, 149:6, 1390:4, 1827:4	back (person's) / guts / hand / liver / meat (flesh) / salt / skin (person's)
115	v	7	-	ʊ	Ø	Ø	Ø	Ø	Ø	ɯɯ	Ø	Ø	u	Ø	u	Ø	e	e	e	Ø	Ø	Ø	467:0, 3340:0, 3396:2, 3831:0, 3272:3, 3923:5, 4887:2	bone / straight / tail / there / to drink / to fall (drop rather than topple) / tree
58	v	6	-	-	-	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	a	Ø	Ø	Ø	Ø	Ø	-	-	1508:5, 4621:5, 1917:0, 3975:5, 2973:3, 3428:3	heart / man (male human) / sky / they / to float / to think
126	v	6	-	-	u	Ø	Ø	i	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	e	u	468:3, 1889:1, 3013:5, 4167:4, 3832:6, 4166:5	bone / louse / sleep / to drink / to kill
116	v	5	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	a	Ø	a	u	aɯ	Ø	Ø	Ø	1508:0, 2787:1, 3469:1, 2296:0, 3923:1	heart / not / sea (ocean) / thick / to fall (drop rather than topple)
87	v	4	-	-	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	-	1984:6, 3621:3, 4452:3, 4845:3	mother / to bite / to spit / tooth (front rather than molar)
52	v	3	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	216:4, 3301:0, 1852:0	bark / long / sun
119	v	3	-	-	o	ɛ	Ø	-	-	Ø	Ø	Ø	-	i	-	Ø	Ø	Ø	Ø	Ø	-	-	2758:1, 3368:3, 3524:3	say / that / this
101	v	2	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	381:5, 2608:6	black / root
110	v	2	-	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3073:10, 4526:5	smoke (of fire) / to stand
