CogID	Node Type	Reconstructed State
1	Leaf	w i
2	Internal Node	k !í/i - -
2	Internal Node	k !í/i - -
2	Internal Node	k a n !̪ɨ̃́/ɨ
2	Internal Node	k !í/i - -
2	Internal Node	k !ú/u - e
2	Leaf	k a n !̪ɨ̃́/ɨ
2	Leaf	kʷ i hʲ a
2	Internal Node	k !í/i - -
2	Internal Node	x !õ/o - !ɯ̃/ɯ
2	Leaf	k !ú/u - e
2	Leaf	k u - i
2	Internal Node	k !í/i - -
2	Leaf	k a - -
2	Internal Node	x !õ/o - !ɯ̃/ɯ
2	Leaf	k ua - -
2	Internal Node	k !í/i - -
2	Leaf	k i h !á/a
2	Leaf	x !õ/o - !ɯ̃/ɯ
2	Leaf	k u - e
2	Internal Node	k !í/i - -
2	Leaf	kʷ a - -
2	Leaf	k !í/i - -
2	Leaf	x !õ/o - -
3	Internal Node	u - - - - u
3	Leaf	u - - - - u
3	Internal Node	o - - - - !ó/o
3	Leaf	o - - - - !ó/o
3	Leaf	!ú/u !ú/u h !ó/o ʔ o
9	Internal Node	n̥ !ó/o
9	Leaf	n̥ !ó/o
9	Leaf	n a
14	Internal Node	- a ʃ i
14	Internal Node	- a ʃ i
14	Internal Node	m a ʃ i
14	Internal Node	- a ʃ i
14	Leaf	m a t a
14	Leaf	m a ʃ i
14	Leaf	- a ʃ i
14	Internal Node	- a ʃ i
14	Leaf	- a ʃ !í/i
14	Leaf	- a ʃ i
14	Leaf	m !á/a ʃ i
16	Internal Node	p a - n - - - o
16	Internal Node	p a - n - - - o
16	Leaf	pʰ !á/a - n e !é/e r e
16	Leaf	p a - n - - - o
16	Leaf	ɸ !á/a !á/a n - - - o
26	Internal Node	n !á/a n a
26	Leaf	n !á/a n a
26	Leaf	n a n a
29	Internal Node	t !ú/u r ua
29	Leaf	t !ú/u r ua
29	Leaf	t u r a
40	Internal Node	k ʊ n t i n -
40	Leaf	k ʊ n t i n -
40	Leaf	k !æ̃/æ - d !ĩ/i g !ã/a
45	Internal Node	t !á/a ŋ k u
45	Internal Node	t !á/a ŋ k u
45	Leaf	t ɨ - k e
45	Leaf	t !á/a ŋ k u
45	Leaf	t a ŋ k u
52	Internal Node	j ʊ - k ʊ - - -
52	Internal Node	j ʊ - k ʊ - - -
52	Internal Node	j u ŋ k !ú/u n i m
52	Leaf	j ʊ - k ʊ - - -
52	Leaf	j u - k !ú̃ũ/uː - - -
52	Leaf	j u ŋ k !ú/u n i m
52	Leaf	j u n k u n i m
54	Internal Node	b a i g i i h ɨ
54	Internal Node	b a i g i i h ɨ
54	Leaf	p !á/a - tʃ i !í/i hʲ ɯ
54	Leaf	b a i g i i h ɨ
54	Leaf	b a i g !í/i !í/i h ɨ
66	Internal Node	h !í/i θ e ɸ o
66	Leaf	h !í/i θ e ɸ o
66	Leaf	h u θ e ɸ o
71	Internal Node	n u m
71	Internal Node	n u m
71	Leaf	n a m
71	Leaf	n u m
71	Leaf	n a m
72	Internal Node	β ɨ
72	Leaf	β ɨ
72	Leaf	β ɯ
73	Internal Node	h i n a
73	Leaf	h i n a
73	Leaf	h i ɲ a
75	Internal Node	k -
75	Leaf	k -
75	Leaf	k !ɨ́/i
76	Leaf	m o
79	Internal Node	t ʊ n - t ʊ p -
79	Internal Node	t ʊ n - t ʊ p -
79	Leaf	t u n - t u p ɨ
79	Internal Node	t ʊ n - t ʊ p -
79	Leaf	t æ k æ j a b æ
79	Leaf	t ʊ n - t ʊ p -
79	Leaf	t u n - t !ú/u p -
92	Internal Node	e m !ó/o d o
92	Leaf	e m !ó/o d o
92	Leaf	e m o d o
93	Leaf	h e !r/ɾ !á/a ɯ k ɯ
100	Internal Node	s !ɨɨ́/ɨː s a n a
100	Leaf	s !ɨɨ́/ɨː s a n a
100	Leaf	s e s aː k a
101	Internal Node	i m i t ɨ n o
101	Internal Node	i m i t ɨ n o
101	Leaf	!í/i m i tʰʲ !ɯ́/ɯ n e
101	Leaf	i m i t ɨ n o
101	Leaf	!í/i m i t ɨ n o
114	Internal Node	ɸ ɯ !é/e n !ì/i d e
114	Leaf	ɸ ɯ !é/e n !ì/i d e
114	Leaf	p u !é/e n !ì/i d e
118	Internal Node	s əɨ - p ɨ
118	Internal Node	s əɨ - p ɨ
118	Internal Node	s a ɨ p -
118	Leaf	s əɨ - p ɨ
118	Leaf	s !áa/aː - p -
118	Leaf	s a ɨ p -
118	Leaf	s a e p e
119	Internal Node	- - - m e e ʔ u
119	Internal Node	- - - m e e ʔ u
119	Leaf	k u u m !é/e !é/e ʔ u
119	Leaf	- - - m e e ʔ u
119	Leaf	- - - m !ɨ́/ɨ !ɨ́/ɨ ʔ o
131	Internal Node	i g !ó/o !r/ɾ a ɯ
131	Leaf	i g !ó/o !r/ɾ a ɯ
131	Leaf	i g o r aɯ -
145	Internal Node	t a n t a n
145	Leaf	t a n t a n
145	Leaf	t a n t !á/a n
147	Internal Node	i i ʔ - b a -
147	Internal Node	i i ʔ - b a -
147	Leaf	!í/i - - i b a -
147	Internal Node	i i ʔ - b a -
147	Leaf	!í/i - ʔ - p !á/a ɯ
147	Leaf	i i ʔ - b a -
147	Internal Node	!í/i - - !í/i b a -
147	Leaf	!í/i - - !í/i b a -
147	Leaf	!í/i - ʔ - p !á/a ɯ
160	Internal Node	h !é/e b - - e
160	Internal Node	h !é/e b - - e
160	Leaf	h !é/e b e k ɯ
160	Leaf	h !é/e b - - e
160	Leaf	h e b - - e
173	Internal Node	N/A
173	Internal Node	N/A
173	Leaf	N/A
173	Leaf	N/A
173	Internal Node	N/A
173	Leaf	N/A
173	Leaf	N/A
176	Internal Node	N/A
176	Internal Node	N/A
176	Leaf	N/A
176	Leaf	N/A
176	Leaf	N/A
178	Internal Node	N/A
178	Leaf	N/A
178	Leaf	N/A
193	Internal Node	N/A
193	Leaf	N/A
193	Leaf	N/A
194	Internal Node	N/A
194	Leaf	N/A
194	Leaf	N/A
195	Internal Node	N/A
195	Leaf	N/A
195	Leaf	N/A
198	Internal Node	N/A
198	Leaf	N/A
198	Leaf	N/A
199	Internal Node	N/A
199	Leaf	N/A
199	Leaf	N/A
215	Internal Node	N/A
215	Leaf	N/A
215	Leaf	N/A
225	Internal Node	N/A
225	Leaf	N/A
225	Leaf	N/A
226	Internal Node	N/A
226	Leaf	N/A
226	Leaf	N/A
227	Internal Node	N/A
227	Internal Node	N/A
227	Internal Node	N/A
227	Leaf	N/A
227	Leaf	N/A
227	Leaf	N/A
227	Leaf	N/A
237	Internal Node	N/A
237	Leaf	N/A
237	Leaf	N/A
244	Internal Node	N/A
244	Internal Node	N/A
244	Leaf	N/A
244	Leaf	N/A
244	Leaf	N/A
245	Internal Node	N/A
245	Leaf	N/A
245	Leaf	N/A
249	Internal Node	N/A
249	Leaf	N/A
249	Leaf	N/A
250	Leaf	N/A
259	Internal Node	N/A
259	Internal Node	N/A
259	Leaf	N/A
259	Internal Node	N/A
259	Internal Node	N/A
259	Leaf	N/A
259	Internal Node	N/A
259	Leaf	N/A
259	Leaf	N/A
259	Leaf	N/A
259	Leaf	N/A
273	Internal Node	N/A
273	Internal Node	N/A
273	Leaf	N/A
273	Leaf	N/A
273	Internal Node	N/A
273	Leaf	N/A
273	Leaf	N/A
274	Internal Node	N/A
274	Internal Node	N/A
274	Leaf	N/A
274	Leaf	N/A
274	Internal Node	N/A
274	Leaf	N/A
274	Leaf	N/A
275	Internal Node	N/A
275	Internal Node	N/A
275	Leaf	N/A
275	Leaf	N/A
275	Leaf	N/A
277	Internal Node	N/A
277	Leaf	N/A
277	Leaf	N/A
283	Internal Node	N/A
283	Leaf	N/A
283	Leaf	N/A
287	Leaf	N/A
293	Internal Node	N/A
293	Leaf	N/A
293	Leaf	N/A
302	Internal Node	N/A
302	Internal Node	N/A
302	Leaf	N/A
302	Leaf	N/A
302	Leaf	N/A
308	Internal Node	N/A
308	Leaf	N/A
308	Internal Node	N/A
308	Leaf	N/A
308	Leaf	N/A
309	Internal Node	N/A
309	Leaf	N/A
309	Leaf	N/A
317	Internal Node	N/A
317	Leaf	N/A
317	Leaf	N/A
322	Internal Node	N/A
322	Leaf	N/A
322	Leaf	N/A
327	Internal Node	N/A
327	Leaf	N/A
327	Leaf	N/A
329	Internal Node	N/A
329	Leaf	N/A
329	Leaf	N/A
330	Internal Node	N/A
330	Internal Node	N/A
330	Leaf	N/A
330	Leaf	N/A
330	Leaf	N/A
336	Internal Node	N/A
336	Internal Node	N/A
336	Leaf	N/A
336	Internal Node	N/A
336	Leaf	N/A
336	Leaf	N/A
336	Leaf	N/A
348	Internal Node	N/A
348	Internal Node	N/A
348	Leaf	N/A
348	Internal Node	N/A
348	Leaf	N/A
348	Internal Node	N/A
348	Leaf	N/A
348	Leaf	N/A
348	Leaf	N/A
357	Leaf	N/A
358	Internal Node	N/A
358	Leaf	N/A
358	Leaf	N/A
361	Internal Node	N/A
361	Leaf	N/A
361	Leaf	N/A
364	Internal Node	- - - - - j a w - a
364	Internal Node	- - - - - j a w - a
364	Leaf	t a ŋ k u j a w - !á/a
364	Internal Node	- - - - - j a w - a
364	Leaf	- - - - - j !ã/a w - !á̃ã/aː
364	Leaf	- - - - - j a w - a
364	Leaf	- - - - - j a w a a
367	Internal Node	- - ʔ u u ʔ i
367	Internal Node	- - ʔ u u ʔ i
367	Leaf	o o ʔ !í/i !í/i pʲ e
367	Leaf	- - ʔ u u ʔ i
367	Leaf	- - ʔ u i - -
369	Internal Node	n i p a o
369	Leaf	n i p a o
369	Leaf	n i b i -
374	Internal Node	h !õ/o ʔ x o
374	Internal Node	h !õ/o ʔ x o
374	Leaf	h i n - u
374	Leaf	h !õ/o ʔ x o
374	Internal Node	h !ɯ́/ɯ - k o
374	Leaf	h !ɯ́/ɯ - k o
374	Leaf	h ɯ - k o
376	Internal Node	n e - m e j
376	Leaf	n e - m e j
376	Leaf	n i a m !ĭ́/i -
386	Internal Node	p !á/a - -
386	Leaf	p !á/a - -
386	Leaf	b ʊ k ʊ
399	Internal Node	θ a ɸ !é/e !r/ɾ e d e
399	Internal Node	θ a ɸ !é/e !r/ɾ e d e
399	Leaf	t a p !é/e !r/ɾ e d e
399	Leaf	θ a ɸ !é/e !r/ɾ e d e
399	Leaf	θ a ɸ e r e d e
405	Internal Node	ts ɨ ɨ ʔ h e β a t ɨ n o
405	Internal Node	ts ɨ ɨ ʔ h e β a t ɨ n o
405	Leaf	tsʰ !ɯ́/ɯ - ʔ h !ɨ́/ɨ β a tʰ !ɯ́/ɯ n e
405	Leaf	ts ɨ ɨ ʔ h e β a t ɨ n o
405	Leaf	s !ɨ́/ɨ !ɨ́/ɨ h - e β a t ɨ n o
412	Internal Node	h !á/a i n i d e
412	Leaf	h !á/a i n i d e
412	Leaf	h ai - n i d e
414	Internal Node	h !ũ/u j !ú̃/u r -
414	Leaf	h !ũ/u j !ú̃/u r -
414	Leaf	h !ú/u j u - i
417	Internal Node	g i i h - ɨ
417	Internal Node	g i i h - ɨ
417	Leaf	tʃ !í/i - hʲ ɯ !ɯ́/ɯ
417	Leaf	g i i h - ɨ
417	Leaf	g !í/i i h - ɨ
419	Internal Node	i m ui - k ɯ - -
419	Internal Node	i m ui - k ɯ - -
419	Leaf	a m o - k a n -
419	Leaf	i m ui - k ɯ - -
419	Leaf	ɯ m !ú/u i t a - ɯ
429	Leaf	e n !ɯ́/ɯ tʃ o m a
433	Internal Node	k ʊ w i ʃ -
433	Internal Node	k ʊ w i ʃ -
433	Leaf	k u - i ʃ i
433	Leaf	k ʊ w i ʃ -
433	Internal Node	k u w !í/i ʃ -
433	Leaf	k u w !í/i ʃ -
433	Leaf	k u - i ʃ -
434	Internal Node	n u m o k o
434	Leaf	n u m o k o
434	Leaf	n o m !á/a k o
435	Internal Node	n ɨ - - m e e ʔ u
435	Internal Node	n ɨ - - m e e ʔ u
435	Leaf	n !ɯ́/ɯ - !ɯ́/ɯ m - ɨ ʔ o
435	Leaf	n ɨ - - m e e ʔ u
435	Leaf	n !ɨ́/ɨ h ɨ m e e ʔ u
439	Internal Node	- - o tʃ !ī/i
439	Leaf	- - o tʃ !ī/i
439	Leaf	ɨ d i tʃ !ú/u
447	Internal Node	m i t i w a
447	Leaf	m i t i w a
447	Leaf	- - t u w !a̠/a
453	Internal Node	h !é/e ɸ o
453	Internal Node	h !é/e ɸ o
453	Leaf	h e ɸ o
453	Leaf	h !é/e ɸ o
453	Leaf	h !é/e p o
459	Internal Node	n ʊ ŋ k a
459	Internal Node	n ʊ ŋ k a
459	Leaf	n !ú/u ŋ k a
459	Leaf	n ʊ ŋ k a
459	Leaf	n u ŋ k a
461	Internal Node	h i i n ɨ h e
461	Internal Node	h i i n ɨ h e
461	Leaf	- !í/i !í/i ɲ ɯ h ɨ
461	Leaf	h i i n ɨ h e
461	Leaf	h !í/i !í/i n ɨ h e
473	Internal Node	!é/e n ɯ - - e
473	Leaf	!é/e n ɯ - - e
473	Leaf	e n ɯ r u e
477	Internal Node	n ʊ h i n -
477	Internal Node	n ʊ h i n -
477	Internal Node	n u h i n t
477	Leaf	n ʊ h i n -
477	Leaf	n u h !í/i n -
477	Leaf	n u h i n t
477	Leaf	n u h i n -
480	Internal Node	i i ʔ - - ɨ
480	Leaf	i i ʔ - - ɨ
480	Leaf	!í/i !í/i ʔʲ !ɯ́/ɯ ɯ !ɯ́/ɯ
483	Internal Node	k a j o ʔ
483	Leaf	k a j o ʔ
483	Leaf	k a ð u ʔ
493	Internal Node	N/A
493	Leaf	N/A
493	Leaf	N/A
498	Internal Node	N/A
498	Internal Node	N/A
498	Internal Node	N/A
498	Leaf	N/A
498	Leaf	N/A
498	Leaf	N/A
498	Leaf	N/A
499	Internal Node	N/A
499	Internal Node	N/A
499	Leaf	N/A
499	Internal Node	N/A
499	Leaf	N/A
499	Leaf	N/A
499	Leaf	N/A
500	Internal Node	N/A
500	Internal Node	N/A
500	Leaf	N/A
500	Internal Node	N/A
500	Leaf	N/A
500	Internal Node	N/A
500	Internal Node	N/A
500	Leaf	N/A
500	Leaf	N/A
500	Leaf	N/A
500	Leaf	N/A
510	Internal Node	N/A
510	Internal Node	N/A
510	Leaf	N/A
510	Leaf	N/A
510	Leaf	N/A
516	Internal Node	u !í/i h ɯ
516	Leaf	u !í/i h ɯ
516	Leaf	ui - θ ɯ
522	Internal Node	a ɾ a p i
522	Leaf	a ɾ a p i
522	Leaf	- r i pʲ a
525	Internal Node	dʑ !ȁ/a ʔ n !à/a
525	Leaf	dʑ !ȁ/a ʔ n !à/a
525	Leaf	t i h n a
529	Internal Node	j a h !á/a
529	Leaf	j a h !á/a
529	Leaf	j a h a
534	Leaf	a !r/ɾ e
537	Leaf	h !ɯ́/ɯ k a
541	Internal Node	d ɨ ɨ r ɨ b a
541	Internal Node	d ɨ ɨ r ɨ b a
541	Leaf	t !ɯ́/ɯ !ɯ́/ɯ r ɯ p a
541	Leaf	d ɨ ɨ r ɨ b a
541	Leaf	d !ɨ́/ɨ ɨ r ɨ b a
552	Internal Node	- a k ɨ
552	Leaf	- a k ɨ
552	Leaf	kʷ a k !í/i
558	Internal Node	g i ʔ i r - - u
558	Leaf	g i ʔ i r - - u
558	Leaf	g !í/i ʔ !í/i r u b i
559	Internal Node	m !õõ/oː - -
559	Internal Node	m !õõ/oː - -
559	Internal Node	m !õõ/oː h !õ/o
559	Leaf	m !õõ/oː - -
559	Leaf	m oː - -
559	Leaf	m !õõ/oː h !õ/o
559	Leaf	m !óo/oː - -
562	Internal Node	p !ā/a p !a̋/a
562	Leaf	p !ā/a p !a̋/a
562	Internal Node	- a p !a̠/a
562	Leaf	- a p !a̠/a
562	Leaf	- a p a
568	Internal Node	k a a n i
568	Internal Node	k a a n i
568	Leaf	k !á/a !á/a n i
568	Leaf	k a a n i
568	Leaf	kʰ a a n i
570	Internal Node	ʊ h ɨ
570	Leaf	ʊ h ɨ
570	Internal Node	!ú/u r ɨ
570	Leaf	!ú/u r ɨ
570	Leaf	u r e
571	Internal Node	k a h a s i
571	Internal Node	k a h a s i
571	Internal Node	- - s !a̠/a s i
571	Internal Node	k a h a s i
571	Leaf	k a h !á/a s o
571	Leaf	- - s !a̠/a s i
571	Leaf	k a h aː kʷ a
571	Leaf	k a h a s i
571	Leaf	k a !h̃/h a s u
572	Internal Node	i h - e e n o
572	Internal Node	i h - e e n o
572	Leaf	!ɨ́/ɨ ʔ h - ɨ n e
572	Leaf	i h - e e n o
572	Leaf	!í/i h - !é/e e n e
575	Internal Node	a n p o ɾ o ʔ
575	Leaf	a n p o ɾ o ʔ
575	Leaf	a m b u l u ʔ
585	Internal Node	!óo/oː g o d o
585	Leaf	!óo/oː g o d o
585	Leaf	oː g o d o
598	Internal Node	- s !íí/iː t i ʔ
598	Leaf	- s !íí/iː t i ʔ
598	Leaf	i ʃ i tʃ i k
607	Internal Node	h a n o r e
607	Leaf	h a n o r e
607	Leaf	h !í/i - ɯ !r/ɾ e
613	Internal Node	N/A
613	Leaf	N/A
613	Leaf	N/A
614	Internal Node	N/A
614	Leaf	N/A
614	Leaf	N/A
615	Internal Node	N/A
615	Internal Node	N/A
615	Leaf	N/A
615	Leaf	N/A
615	Leaf	N/A
632	Internal Node	N/A
632	Leaf	N/A
632	Leaf	N/A
638	Internal Node	N/A
638	Internal Node	N/A
638	Leaf	N/A
638	Internal Node	N/A
638	Leaf	N/A
638	Leaf	N/A
638	Leaf	N/A
644	Internal Node	N/A
644	Leaf	N/A
644	Leaf	N/A
651	Internal Node	N/A
651	Leaf	N/A
651	Leaf	N/A
658	Internal Node	N/A
658	Internal Node	N/A
658	Leaf	N/A
658	Internal Node	N/A
658	Leaf	N/A
658	Leaf	N/A
658	Leaf	N/A
670	Internal Node	N/A
670	Leaf	N/A
670	Leaf	N/A
676	Internal Node	N/A
676	Internal Node	N/A
676	Internal Node	N/A
676	Internal Node	N/A
676	Internal Node	N/A
676	Leaf	N/A
676	Leaf	N/A
676	Leaf	N/A
676	Leaf	N/A
676	Leaf	N/A
676	Leaf	N/A
678	Internal Node	N/A
678	Internal Node	N/A
678	Leaf	N/A
678	Leaf	N/A
678	Internal Node	N/A
678	Leaf	N/A
678	Leaf	N/A
696	Internal Node	N/A
696	Leaf	N/A
696	Internal Node	N/A
696	Leaf	N/A
696	Leaf	N/A
697	Internal Node	N/A
697	Internal Node	N/A
697	Leaf	N/A
697	Leaf	N/A
697	Leaf	N/A
703	Internal Node	N/A
703	Internal Node	N/A
703	Leaf	N/A
703	Leaf	N/A
703	Leaf	N/A
706	Internal Node	N/A
706	Internal Node	N/A
706	Leaf	N/A
706	Internal Node	N/A
706	Internal Node	N/A
706	Leaf	N/A
706	Leaf	N/A
706	Leaf	N/A
706	Leaf	N/A
708	Internal Node	N/A
708	Internal Node	N/A
708	Leaf	N/A
708	Leaf	N/A
708	Leaf	N/A
711	Internal Node	N/A
711	Leaf	N/A
711	Leaf	N/A
722	Internal Node	N/A
722	Leaf	N/A
722	Leaf	N/A
729	Internal Node	N/A
729	Internal Node	N/A
729	Leaf	N/A
729	Leaf	N/A
729	Leaf	N/A
737	Internal Node	N/A
737	Internal Node	N/A
737	Leaf	N/A
737	Leaf	N/A
737	Leaf	N/A
742	Internal Node	N/A
742	Leaf	N/A
742	Leaf	N/A
748	Internal Node	N/A
748	Internal Node	N/A
748	Leaf	N/A
748	Leaf	N/A
748	Internal Node	N/A
748	Leaf	N/A
748	Leaf	N/A
750	Internal Node	N/A
750	Internal Node	N/A
750	Leaf	N/A
750	Internal Node	N/A
750	Leaf	N/A
750	Leaf	N/A
750	Leaf	N/A
762	Leaf	N/A
767	Internal Node	N/A
767	Internal Node	N/A
767	Leaf	N/A
767	Leaf	N/A
767	Leaf	N/A
768	Internal Node	N/A
768	Internal Node	N/A
768	Leaf	N/A
768	Leaf	N/A
768	Leaf	N/A
769	Internal Node	N/A
769	Internal Node	N/A
769	Leaf	N/A
769	Leaf	N/A
769	Leaf	N/A
783	Internal Node	N/A
783	Leaf	N/A
783	Leaf	N/A
787	Internal Node	N/A
787	Internal Node	N/A
787	Leaf	N/A
787	Leaf	N/A
787	Internal Node	N/A
787	Leaf	N/A
787	Leaf	N/A
788	Internal Node	N/A
788	Leaf	N/A
788	Leaf	N/A
789	Internal Node	N/A
789	Internal Node	N/A
789	Leaf	N/A
789	Leaf	N/A
789	Leaf	N/A
803	Internal Node	N/A
803	Leaf	N/A
803	Leaf	N/A
807	Internal Node	N/A
807	Internal Node	N/A
807	Leaf	N/A
807	Leaf	N/A
807	Leaf	N/A
812	Internal Node	N/A
812	Internal Node	N/A
812	Internal Node	N/A
812	Leaf	N/A
812	Leaf	N/A
812	Internal Node	N/A
812	Internal Node	N/A
812	Leaf	N/A
812	Leaf	N/A
812	Leaf	N/A
812	Leaf	N/A
835	Internal Node	ʊ w ɨ h -
835	Internal Node	ʊ w ɨ h -
835	Internal Node	ɨ w ɨ h ɨ
835	Leaf	ʊ w ɨ h -
835	Leaf	!ũ/u w !é̃/ɨ h -
835	Leaf	ɨ w ɨ h ɨ
835	Leaf	e w e h -
836	Internal Node	- ʔ u t ts - e
836	Internal Node	- ʔ u t ts - e
836	Leaf	- - !ú/u - s - e
836	Internal Node	- ʔ u t ts - e
836	Leaf	- ʔ !ó/o h tsʰ ɨ !ɨ́/ɨ
836	Leaf	- ʔ u t ts - e
836	Leaf	a w a - ʃ - !í/i
841	Internal Node	- o n̥ !õõ/oː - - -
841	Internal Node	- o n̥ !õõ/oː - - -
841	Leaf	g a n o a g !á/a
841	Internal Node	- o n̥ !õõ/oː - - -
841	Internal Node	- o n̥ !õõ/oː - p o
841	Internal Node	- o n̥ !õõ/oː - - -
841	Leaf	- !ó/o n o ɯ - -
841	Internal Node	- o n̥ !õõ/oː - p o
841	Leaf	k u n - i - a
841	Leaf	- o n̥ !õõ/oː - - -
841	Leaf	- o n oɯ - - -
841	Leaf	- o n̥ !õõ/oː - p o
841	Leaf	- o n o - dʒ ɯ
842	Internal Node	k u r i k a
842	Leaf	k u r i k a
842	Leaf	k u r u h a
858	Internal Node	n u
858	Internal Node	n u
858	Leaf	ɲ a
858	Leaf	n u
858	Internal Node	n i
858	Leaf	n i
858	Leaf	n au
859	Internal Node	- - a a n ɨ ɨ
859	Leaf	- - a a n ɨ ɨ
859	Internal Node	- - !á/a !á/a n ɯ !ɯ́/ɯ
859	Leaf	- - !á/a !á/a n ɯ !ɯ́/ɯ
859	Leaf	!á/a h !á/a a n - ɨ
862	Internal Node	a ʔ iː m̥ - a
862	Internal Node	a ʔ iː m̥ - a
