ID,Name,Concepticon_ID,Concepticon_Gloss
1_allofanumber,all (of a number),98,ALL
2_and,and,1577,AND
3_animal,animal,619,ANIMAL
4_ashes,ashes,646,ASH
5_at,at,1461,AT
6_backpersons,back (person's),1291,BACK
7_baddeleteriousorunsuitable,bad (deleterious or unsuitable),1292,BAD
8_bark,bark,1204,BARK
9_because,because,1157,BECAUSE
10_belly,belly,1251,BELLY
12_big,big,1202,BIG
13_bird,bird,937,BIRD
14_tobite,to bite,1403,BITE
15_black,black,163,BLACK
16_blood,blood,946,BLOOD
17_toblowofwind,to blow (of wind),175,BLOW (OF WIND)
18_bone,bone,1394,BONE
19_tobreathe,to breathe,1407,BREATHE
20_toburnintrans,to burn (intrans),1428,BURNING
21_childyoungpersonratherthanasrelationshipterm,child (young person rather than as relationship term),1304,CHILD (YOUNG HUMAN)
22_cloud,cloud,1489,CLOUD
23_coldofweather,cold (of weather),2483,COLD (OF WEATHER)
24_tocome,to come,1446,COME
25_tocount,to count,1420,COUNT
26_tocut,to cut,1432,CUT
27_dayoppositeofnightratherthantimemeasure,day (opposite of night rather than time measure),1225,DAY (NOT NIGHT)
28_todie,to die,1494,DIE
29_todig,to dig,1418,DIG
30_dirty,dirty,1230,DIRTY
31_dog,dog,2009,DOG
32_todrink,to drink,1401,DRINK
33_drysubstance,dry (substance),1398,DRY
34_dullknife,dull (knife),379,BLUNT
35_dust,dust,2,DUST
36_ear,ear,1247,EAR
37_earthsoil,earth (soil),1228,EARTH (SOIL)
38_toeat,to eat,1336,EAT
39_egg,egg,744,EGG
40_eye,eye,1248,EYE
41_tofalldropratherthantopple,to fall (drop rather than topple),1280,FALL
42_far,far,1406,FAR
43_fatorganicsubstance,fat (organic substance),323,FAT (ORGANIC SUBSTANCE)
44_father,father,1217,FATHER
45_tofear,to fear,1419,FEAR (BE AFRAID)
46_featherlargerfeathersratherthandown,feather (larger feathers rather than down),1201,FEATHER
47_few,few,1242,FEW
48_tofight,to fight,1423,FIGHT
49_fire,fire,221,FIRE
50_fish,fish,227,FISH
51_five,five,493,FIVE
52_tofloat,to float,1574,FLOAT
53_toflow,to flow,2003,FLOW
54_flower,flower,239,FLOWER
55_tofly,to fly,1441,FLY (MOVE THROUGH AIR)
56_fog,fog,249,FOG
57_foot,foot,1301,FOOT
58_four,four,1500,FOUR
59_tofreeze,to freeze,1431,FREEZE
60_togive,to give,1447,GIVE
61_good,good,1035,GOOD
62_grass,grass,606,GRASS
63_green,green,1425,GREEN
64_guts,guts,1334,GUTS
65_hair,hair,1040,HAIR
66_hand,hand,1277,HAND
67_he,he,1211,HE
68_head,head,1256,HEAD
69_tohear,to hear,1408,HEAR
70_heart,heart,1223,HEART
71_heavy,heavy,1210,HEAVY
72_here,here,136,HERE
73_tohit,to hit,1433,HIT
74_toholdinhand,to hold (in hand),1448,HOLD
75_how,how,1239,HOW
76_tohuntgame,to hunt (game),1435,HUNT
77_husband,husband,1200,HUSBAND
78_i,I,1209,I
80_if,if,1459,IF
81_in,in,1460,IN
82_tokill,to kill,1417,KILL
83_toknowfacts,to know (facts),1410,KNOW (SOMETHING)
84_lake,lake,624,LAKE
85_tolaugh,to laugh,1355,LAUGH
86_leaf,leaf,628,LEAF
87_lefthand,left (hand),244,LEFT
88_leg,leg,1297,LEG
89_tolie,to lie,1411,LIE (REST)
90_tolive,to live,1422,BE ALIVE
91_liver,liver,1224,LIVER
92_long,long,1203,LONG
93_louse,louse,1392,LOUSE
94_manmalehuman,man (male human),2106,MALE PERSON
95_many,many,1198,MANY
96_meatflesh,meat (flesh),2615,FLESH OR MEAT
97_mother,mother,1216,MOTHER
98_mountain,mountain,639,MOUNTAIN
99_mouth,mouth,674,MOUTH
100_name,name,1405,NAME
101_narrow,narrow,1267,NARROW
102_near,near,1942,NEAR
103_neck,neck,1333,NECK
104_new,new,1231,NEW
105_night,night,1233,NIGHT
106_nose,nose,1221,NOSE
107_not,not,1240,NOT
108_old,old,1229,OLD
109_one,one,1493,ONE
110_other,other,197,OTHER
111_person,person,683,PERSON
112_toplay,to play,1413,PLAY
113_topull,to pull,1455,PULL
114_topush,to push,1452,PUSH
115_torain,to rain,1253,RAIN (RAINING)
116_red,red,156,RED
117_rightcorrect,right (correct),1725,CORRECT (RIGHT)
118_righthand,right (hand),1019,RIGHT
119_river,river,666,RIVER
120_roadortrail,road (or trail),667,ROAD
121_root,root,670,ROOT
122_rope,rope,1218,ROPE
123_rottenespeciallylog,rotten (especially log),1728,ROTTEN
124_torub,to rub,1449,RUB
125_salt,salt,1274,SALT
126_sand,sand,671,SAND
127_say,say,1458,SAY
128_toscratchaswithfingernailstorelieveitch,to scratch (as with fingernails to relieve itch),1436,SCRATCH
129_seaocean,sea (ocean),1474,SEA
130_see,see,1409,SEE
131_seed,seed,714,SEED
132_tosew,to sew,1457,SEW
133_sharpasknife,sharp (as knife),1396,SHARP
134_short,short,1645,SHORT
135_tosing,to sing,1261,SING
136_sit,sit,1416,SIT
137_skinpersons,skin (person's),2613,SKIN (HUMAN)
138_sky,sky,1732,SKY
139_sleep,sleep,1585,SLEEP
140_small,small,1246,SMALL
141_tosmellperceiveodor,to smell (perceive odor),1586,SMELL (PERCEIVE)
142_smokeoffire,smoke (of fire),778,SMOKE (EXHAUST)
143_smooth,smooth,1234,SMOOTH
144_snake,snake,730,SNAKE
145_snow,snow,784,SNOW
146_some,some,1241,SOME
147_tospit,to spit,1440,SPIT
148_tosplit,to split,1437,SPLIT
149_tosqueeze,to squeeze,1414,SQUEEZE
150_tostaborstick,to stab (or stick),1434,STAB
151_tostand,to stand,1442,STAND
152_star,star,1430,STAR
153_stickofwood,stick (of wood),1295,STICK
154_stone,stone,857,STONE
155_straight,straight,1404,STRAIGHT
156_tosuck,to suck,1421,SUCK
157_sun,sun,1343,SUN
158_toswell,to swell,1573,SWELL
159_toswim,to swim,1439,SWIM
160_tail,tail,1220,TAIL
161_that,that,78,THAT
162_there,there,1937,THERE
163_they,they,817,THEY
164_thick,thick,1244,THICK
165_thin,thin,2308,THIN
166_tothink,to think,2271,THINK
167_this,this,1214,THIS
168_thou,thou,1215,THOU
169_three,three,492,THREE
170_tothrow,to throw,1456,THROW
171_totie,to tie,1917,TIE
172_tongue,tongue,1205,TONGUE
173_toothfrontratherthanmolar,tooth (front rather than molar),1380,TOOTH
174_tree,tree,906,TREE
175_toturnchangeonesdirection,to turn (change one's direction),1444,TURN AROUND
176_two,two,1498,TWO
177_tovomit,to vomit,1278,VOMIT
178_towalk,to walk,1443,WALK
179_warmofweather,warm (of weather),2110,WARM (OF WEATHER)
180_towash,to wash,1453,WASH
181_water,water,948,WATER
182_we,we,1212,WE
183_wet,wet,1726,WET
184_what,what?,1236,WHAT
185_when,when?,1238,WHEN
186_where,where?,1237,WHERE
187_white,white,1335,WHITE
188_who,who?,1235,WHO
189_wide,wide,1243,WIDE
190_wife,wife,1199,WIFE
191_wind,wind,960,WIND
192_wing,wing,1257,WING
193_towipe,to wipe,1454,WIPE
194_withaccompanying,with (accompanying),1340,WITH
195_woman,woman,962,WOMAN
196_woods,woods,420,FOREST
197_worm,worm,1219,WORM
198_ye,ye,1213,YOU
199_year,year,1226,YEAR
200_yellow,yellow,1424,YELLOW
