NUMBER,ENGLISH,(other gloss lgs),SegmentedForm,Variants,Comment,Source (key),CONCEPTICON_ID,CONCEPTICON_GLOSS,,
730,MELT,t̪ɨkakãã́,t̪ ɨ k a + k ã ã́,,melt-NMLR',ura_2022_lex_melt,2334,MELT,,DERRETIR
731,IRRIGATE,,,,,,3078,IRRIGATE,,IRRIGAR
732,SPICY,kɨn̪ã́ãt̪i,k ɨ n̪ ã́ ã + t̪ i,,hurt-INTENS:NMLR',ura_2022_lex_spicy,544,SPICY,,CONDIMENTADO/PICANTE
733,LIGHT (IGNITE),is̪i mũkún̪ã,i s̪ i + m ũ k ú n̪ ã,,fire' + 'light',ura_2022_lex_light (ignite),737,LIGHT (IGNITE),,ENCENDER FUEGO
734,INSECT,kɨs̪iɲãhã́ed̺a,k ɨ s̪ i + ɲ ã h ã́ + e d̺ a,,bite-PL.OBJ-NMLR',ura_2022_lex_insect,620,INSECT,,INSECTO
735,AUBERGINE,,,,,,1146,AUBERGINE,,BERENJENA
736,WRONG,n̪ũãn̪ẽ́n̪ã,n̪ ũ ã n̪ ẽ́ n̪ ã,,,ura_2022_lex_wrong,1390,WRONG,,EQUIVOCADO
737,UNCOOKED RICE,ad̺us̪u n̪ũd̪án̪ũ,a d̺ u s̪ u + n̪ ũ d̪ á n̪ ũ,,This is a literal translation,ura_2022_lex_uncooked rice,3289,UNCOOKED RICE,,ARROZ CRUDO
738,HOOF,ɨs̪iʰtʃuʷé,ɨ s̪ iʰ tʃ uʷ é,,Same as fingernail,,152,HOOF,,CASCO
739,DOWN,eʰkuái,eʰ k u á i,,,ura_2022_lex_down,1326,DOWN,,ABAJO
740,WOUND,n̪ẽs̪aɨ́,n̪ ẽ s̪ a ɨ́,,,ura_2022_lex_wound,1109,WOUND,,HERIDA
741,FREEZE,hel̪ad̺un̪ãã́ ; hel̪ad̺uan̪ãã́ ,h e l̪ a d̺ u + n̪ ã ã́ ,,freeze-NMLR',ura_2022_lex_freeze 1 ; ura_2022_lex_freeze 2,1431,FREEZE,,CONGELAR
742,BLANKET,n̪ĩʃuhan̪ãã́n̪ãhã,n̪ + ĩ ʃ u h a n̪ ã ã́ + n̪ ã h ã ,,INT-wrap.up-NMLR.LOC',ura_2022_lex_blanket,806,BLANKET,,FRAZADA
743,BRING,ɨᶭan̪ãã́,ɨᶭ a + n̪ ã ã́ ,,bring-NMLR',ura_2022_lex_bring,692,BRING,,TRAER
744,DRAW MILK,kaet̪un̪ã́,k a e t̪ u n̪ ã́ ,,,ura_2022_lex_draw milk,93,DRAW MILK,,ORDEÑAR
745,WHICH,ʤad̺ihí,ʤ a d̺ i h í,,,ura_2022_lex_which,727,WHICH,,CUÁL
746,UP,ekɨ̃ɨ̃́,e k ɨ̃ ɨ̃́,,,ura_2022_lex_up,1591,UP,,ARRIBA
747,RIDE,,,,,,367,RIDE,,CONDUCIR
748,SPRING (OF WATER),,,,,,849,SPRING (OF WATER),,Primavera (de agua)
749,FENCE,,,,,,1690,FENCE,,CERCA
750,IDOL,,,,,,1945,IDOL,,ÍDOLO
751,IN FRONT OF,,,,,,1883,IN FRONT OF,,DELANTE DE
752,WHY,ʤan̪ɨ̃n̪ã́,ʤ a n̪ ɨ̃ n̪ ã́,,,ura_2022_lex_why,1270,WHY,,POR QUÉ
753,SOUND OR NOISE,t̪un̪ihiaí,t̪ u n̪ i h i a í,,,ura_2022_lex_sound,1811,SOUND OR NOISE,,Sonido o ruido
754,MILLET,,,,,,931,MILLET,,MIJO
755,THUMB,bihi kuɨʰt̪ɨ́d̺i,b i h i + k u ɨʰ t̪ ɨ́ d̺ i ,,hand' + 'head',ura_2002_lex_thumb,1781,THUMB,,PULGAR
756,NASAL MUCUS (SNOT),n̪ãs̪i baʰká,n̪ ã s̪ i + b aʰ k á,,"nose' + 'soup'; baʰká means 'soup', but it probably derived from akaɨ́ 'water'",ura_2002_lex_nasal mucus,208,NASAL MUCUS (SNOT),,Moco nasal (mocos)
757,JOIN,iʰt̪ake t̪ɨd̺an̪ãã,iʰ t̪ a k e + t̪ ɨ d̺ a n̪ ã ã,,,ura_2002_lex_join,1743,JOIN,,UNIR
758,BRACELET,bihil̪éd̺a,b i h i + l̪ é d̺ a,,hand-NMLR',ura_2002_lex_bracelet,1754,BRACELET,,PULSERA
759,FOAM,l̪ahá,l̪ a h á ,,,ura_2002_lex_foam,1768,FOAM,,ESPUMA
760,BECAUSE,,,,,,1157,BECAUSE,,PORQUE
761,BORROW,,,,,,1823,BORROW,,PRETARSE
762,FIR,,,,,,1915,FIR,,ABETO
763,PEOPLE,kaʤá,k a ʤ á,,,ura_2002_lex_people,789,PEOPLE,,GENTE
764,SCOLD,kut̪aiɲãã́,k u t̪ a i + ɲ ã ã́ ,,scold-NMLR',ura_2002_lex_scold,299,SCOLD,,REGAÑAR
765,SWEAT (SUBSTANCE),d̪ud̺an̪ã́,d̪ u d̺ a n̪ ã́,,,ura_2002_lex_sweat (substance),125,SWEAT (SUBSTANCE),,SUDOR
766,EVIL,t̪aibiɲããẽ́,t̪ a i b i ɲ ã ã ẽ́ ,,,ura_2002_lex_evil,45,EVIL,,DEMONIO
767,CUCUMBER,,,,,,496,CUCUMBER,,PEPINO
768,EMU,,,,,,2817,EMU,,EMÚ
769,BABY,kan̪ããn̪ãĩ́,k a n̪ ã ã n̪ ã ĩ́,,,ura_2002_lex_baby,1289,BABY,,BEBÉ
770,PAY,kud̺et̪en̪ã́,k u d̺ e t̪ e + n̪ ã́,,pay-NMLR',ura_2002_lex_pay,718,PAY,,PAGAR
771,DAY AFTER TOMORROW,ed̺es̪i kuhuán̪ũ,e d̺ e s̪ i + k u h u á n̪ ũ,, 'tomorrow' + 'next.day',ura_2002_lex_day after tomorow,1179,DAY AFTER TOMORROW,,PASADO MAÑANA
772,RESCUE,,,,,,2008,RESCUE,,RESCATAR
773,TESTICLES,kɨl̪é,k ɨ l̪ é,,,ura_2002_lex_testicles,797,TESTICLES,,Testículos
774,PREGNANT,aɨs̪id̺in̪ẽ́n̪ã,a ɨ s̪ i d̺ i n̪ ẽ́ + n̪ ã,, 'be.pregnant-NMLR',ura_2002_lex_pregnant,1123,PREGNANT,,EMBARAZADA
775,STRANGER,kuit̪ɨkɨd̺aái,k u i t̪ ɨ k ɨ + d̺ a á + i,,know-NMLR-NEG',ura_2002_lex_stranger,791,STRANGER,,EXTRAÑO
776,BUTTER,ed̺éen̪ẽ,e d̺ é e n̪ ẽ,,,ura_2002_lex_butter,1245,BUTTER,,MANTECA
777,DIGGING STICK,aʰt̪an̪ẽ bahén̪ããn̪ãha en̪ɨ̃ã,aʰ t̪ a n̪ ẽ + b a h é n̪ ã ã +n̪ ã h a + e n̪ ɨ̃ ã,,land' + 'dig-NMLR.LOC' + 'wood',ura_2002_lex_digging stick,339,DIGGING STICK,,PALO PARA EXCAVAR
778,CUT (WITH SCISSORS),saɨn̪ãã́,s a ɨ + n̪ ã ã́ ,,cut-NMLR',ura_2002_lex_cut (with scissors),2155,CUT (WITH SCISSORS),,Cortar (con tijeras)
779,BLIND PERSON,mãũs̪á,m ã ũ s̪ á,,,ura_2002_lex_blind person,457,BLIND PERSON,,CIEGO
780,HOOK,,,,,,1071,HOOK,,GANCHO
781,WHEAT,,,,,,1077,WHEAT,,TRIGO
782,SHAMAN (FOLK HEALER),kaʤa kuitʒáʲd̺a,k a ʤ a + k u i tʒ áʲ + d̺ a,,people' + 'heal-NMLR',ura_2002_lex_shaman (folk healer),394,SHAMAN (FOLK HEALER),,CHAMÁN
783,MOVE,ɹɨd̺ɨᶭan̪ã́,ɹ ɨ d̺ ɨᶭ a + n̪ ã́,,move-NMLR',ura_2002_lex_move,765,MOVE,,MOVER
784,COLLAR,n̪ɨ̃l̪ɨn̪ṹ,n̪ ɨ̃ l̪ ɨ n̪ ṹ,,,ura_2002_lex_collar,2012,COLLAR,,CUELLO
785,FOWL,t̪ahaé,t̪ a h a é,,,ura_2002_lex_fowl,265,FOWL,,AVE
786,BARKING,hauhaún̪ã,h a u h a ú + n̪ ã,,bark-NMLR',ura_2002_lex_barking,1206,BARKING,,LADRIDO
787,WILLOW,,,,,,818,WILLOW,,SAUCE
788,VAGINA,haí,h a í,,,ura_2002_lex_vagina,1836,VAGINA,,VAGINA
789,TRAP (PITFALL),biʰt̪uuá,b iʰ t̪ u u á,,,ura_2002_lex_trap (pitfall),1075,TRAP (PITFALL),,TRAMPA
790,BECOME,d̺ut̪un̪ãã́,d̺ u t̪ u + n̪ ã ã́,,become-NMRL',ura_2002_lex_become,1990,BECOME,,CONVERTIRSE
791,ITCH,ɹɨkait̪un̪ã́,ɹ ɨ k a i t̪ u + n̪ ã́,,itch-NMLR',ura_2002_lex_itch,148,ITCH,,PICAR (EL CUERPO)
792,CLEVER,kuit̪ɨkɨt̪ud̺á,k u i t̪ ɨ k ɨ + t̪ u + d̺ á ,,know-INTENS-NMLR',ura_2002_lex_clever,1310,CLEVER,,INTELIGENTE
793,DITCH,aʰt̪an̪ẽ bahẽn̪ũhʷĩ́,aʰ t̪ a n̪ ẽ + b a h ẽ + n̪ ũ hʷ + ĩ́,,land' + 'dig-NMLR-NMLR',ura_2002_lex_ditch,2002,DITCH,,ZANJA
794,HOME,n̪ẽn̪ãn̪ãã́hã,n̪ ẽ n̪ ã + n̪ ã ã́ h ã,,dwell-NMLR.LOC',ura_2002_lex_home,2406,HOME,,HOGAR
795,CAP,as̪iʲú,a s̪ iʲ ú,,,ura_2002_lex_cap,1288,CAP,,GORRA
796,SUGAR,as̪ukad̺ú,a s̪ u k a d̺ ú,,From Spanish azúcar,ura_2002_lex_sugar,862,SUGAR,,AZÚCAR
797,FOLLOW,s̪akɨn̪ãã́,s̪ a k ɨ + n̪ ã ã́,,follow-NMLR',ura_2002_lex_follow,1085,FOLLOW,,SEGUIR
798,BELT,iʰʧud̺á,iʰ ʧ u + d̺ á ,,tie-NMLR',ura_2002_lex_belt,772,BELT,,CORREA
799,DRUNK,ahen̪ãã́,a h e + n̪ ã ã́,,get.drunk-NMLR',ura_2002_lex_drunk,1463,DRUNK,,EBRIO
800,THUNDER (VERB),ad̺ad̺án̪ã,a d̺ a d̺ á + n̪ ã,,thunder-NMLR',ura_2002_lex_thunder (verb),2378,THUNDER (VERB),,TRONAR
801,DENSE,s̪et̪iʲáki,s̪ e t̪ iʲ á k i,,,ura_2002_lex_dense,2239,DENSE,,DENSO
802,LAST (FINAL),s̪at̪un̪ṹ,s̪ a t̪ u n̪ ṹ,,,ura_2002_lex_last (final),1529,LAST (FINAL),,ÚLTIMO
803,FLAME,is̪í,i s̪ í,,,ura_2002_lex_flame,889,FLAME,,LLAMA (DE FUEGO)
804,RICE,ad̺ús̪u,a d̺ ú s̪ u,,From Spanish arroz,ura_2002_lex_rice,926,RICE,,ARROZ
805,HUNGER,mĩhĩt̪en̪ã́,m ĩ h ĩ t̪ e + n̪ ã́,,be.hungry-NMLR',ura_2002_lex_hunger,1864,HUNGER,,HAMBRE
806,SHINE,hikiʲakúʷa,h i k iʲ a k úʷ + a,,shine-NMLR',ura_2002_lex_shine,708,SHINE,,BRILLAR
807,CHAIN,kɨn̪ã́ãt̪i,k ɨ n̪ ã́ ã t̪ i,,,,1627,CHAIN,,CADENA
808,SHIN,fed̺ú,f e d̺ ú,,,ura_2002_lex_shin,186,SHIN,,CANILLA
809,ROW,,,,,,1849,ROW,,FILA
810,KEY,ʤabí,ʤ a b í,,From Spanish llave,ura_2002_lex_key,1472,KEY,,LLAVE
811,CUT DOWN,s̪ɨhian̪ãã́,s̪ ɨ h i a + n̪ ã ã́,,cut down-NMLR',ura_2002_lex_cut down,355,CUT DOWN,,REDUCIR
812,INCREASE,huun̪ã́,h u u + n ã́ ,,increase-NMLR',ura_2002_lex_increase,1041,INCREASE,,AUMENTAR
813,FLOWING BODY OF WATER,ɨkɨᶭé,ɨ k ɨᶭ é,,,ura_2002_lex_flowing body of water,3311,FLOWING BODY OF WATER,,RÍO
814,TOP,eʰkɨ̃ɨ̃́,eʰ k ɨ̃ ɨ̃́,,,ura_2002_lex_top,1753,TOP,,ARRIBA
815,FUR,ɨhɨᶭí,ɨ h ɨᶭ í,,,ura_2002_lex_fur,580,FUR,,PELO
816,PAPER,kid̺íʧa,k i d̺ í ʧ a,,From Quechua,ura_2002_lex_paper,648,PAPER,,PAPEL
817,EARTHQUAKE,kad̺úd̺a,k a d̺ ú d̺ a,,,ura_2002_lex_earthquake,6,EARTHQUAKE,,TERREMOTO
818,VULTURE,,,,,,1185,VULTURE,,BUITRE
819,STOOL,ɨhɨᶭé,ɨ h ɨᶭ é,,,ura_2002_lex_stool,2058,STOOL,,HECES
820,TASTY,ɹaut̪í,ɹ a u t̪ í,,,ura_2002_lex_stool,1813,TASTY,,SABROSO
821,PADDLE,kihʲá,k i hʲ á,,,ura_2002_lex_paddle,234,PADDLE,,REMO
822,JAW,kan̪ĩʲã bɨkɨ́,k a n̪ ĩʲ ã + b ɨ k ɨ́,,,ura_2002_lex_jaw,798,JAW,,MANDÍBULA
823,SNAIL,ed̺ud̺í,e d̺ u d̺ í,,,ura_2002_lex_snail,1543,SNAIL,,CARACOL
824,MEASURE,kuɨhɨn̪ãt̪en̪ãã́,k u ɨ h ɨ n̪ ã t̪ e + n̪ ã ã́,,measure-NMLR',ura_2002_lex_measure,1506,MEASURE,,MEDIR
825,CONNECT,t̪ukun̪ãã́,t̪ u k u + n̪ ã ã́,,connect-NMLR',ura_2002_lex_connect,2862,CONNECT,,CONECTAR
826,ONCE (IN THE PAST),l̪es̪ahíke,l̪ e s̪ a h í k e,,,ura_2002_lex_once (in the past),2914,ONCE (IN THE PAST),,Una vez (en el pasado)
827,HEAVEN,d̪ed̪é,d̪ e d̪ é,,,ura_2002_lex_heaven,1565,HEAVEN,,CIELO
828,SACRIFICE,,,,,,1103,SACRIFICE,,SACRIFICIO
829,BEG,bahan̪ãã́,b a h a + n̪ ã ã́,,beg-NMLR',ura_2002_lex_beg,3534,BEG,,MENDIGAR
830,IVORY,,,,,,3800,IVORY,,MARFIL
831,SHEARS,t̪ihʲed̺ás̪i,t̪ i hʲ e d̺ á s̪ i,,From Spanish tijera,ura_2002_lex_shears,356,SHEARS,,TIJERAS
832,COOKING POT,d̪ad̺uʷé,d̪ a d̺ uʷ é,,,ura_2002_lex_cooking pot,3653,COOKING POT,,OLLA
833,BEAM,fun̪ṹ,f u n̪ ṹ,,,ura_2002_lex_beam,1132,BEAM,,HAZ DE LUZ
834,BUTTON,but̪un̪ã́s̪i,b u t̪ u n̪ ã́ s̪ i,,From Spanish botón,ura_2002_lex_button,757,BUTTON,,BOTÓN
835,AUTUMN,,,,,,1276,AUTUMN,,OTOÑO
836,WITH,aʲɲã́,aʲ ɲ ã́,,,ura_2002_lex_with,1340,WITH,,CON
837,MORTAR,d̺ud̺iʲá,d̺ u d̺ iʲ á,,,ura_2002_lex_mortar,224,MORTAR,,MORTERO
838,STIR,l̪akɨn̪ãã́,l̪ a k ɨ + n̪ ã ã́,,stir-NMLR',ura_2002_lex_stir,696,STIR,,REMOVER
839,DEATH,un̪ãã́,u + n̪ ã ã́ ,,die-NMLR',ura_2002_lex_death,910,DEATH,,MUERTE
840,STRETCH,,,,,,214,STRETCH,,ESTIRAR
841,STOVE,hiɨn̪ɨ̃n̪ɨ̃n̪ã́,h i ɨ n̪ ɨ̃ n̪ ɨ̃ n̪ ã́,,,ura_2002_lex_stove,859,STOVE,,HORNO / ESTUFA
842,LIE (MISLEAD),kud̺it̪an̪ãã́,k u d̺ i t̪ a + n̪ ã ã́,,lie-NMLR',ura_2002_lex_lie (mislead),601,LIE (MISLEAD),,MENTIR
843,PALM TREE,,,,,,1181,PALM TREE,,PALMERA
844,EWE,,,,,,1345,EWE,,OVEJA HEMBRA
845,GREEDY,,,,,,2018,GREEDY,,AVARO
846,WHISTLE,fifiún̪ã,f i f i ú + n̪ ã,,whistle-NMLR',ura_2002_lex_whistle,1025,WHISTLE,,SILBAR
847,PICK,d̺an̪ãã́,d̺ a + n̪ ã ã́,,pick-NMLR',ura_2002_lex_pick,2148,PICK,,RECOGER
848,CROCODILE,ʤaʰkad̺í,ʤ aʰ k a d̺ í,,American variety (caiman - Caiman crocodilus),ura_2002_lex_crocodile,1857,CROCODILE,,COCODRILO
849,STING,ɹɨkait̪un̪ã́,ɹ ɨ k a i t̪ u + n̪ ã́,,sting-NMLR',ura_2002_lex_sting,571,STING,,PICAR
850,SAD,kaed̺et̪aén̪ã,k a e d̺ e t̪ a é + n̪ ã,,be.sad-NMLR',ura_2002_lex_sad,699,SAD,,TRISTE
851,BREAK (CLEAVE),s̪uaʲɲãã́,s̪ u aʲ + ɲ ã ã́,,break-NMLR',ura_2002_lex_break (cleave),2558,BREAK (CLEAVE),,Romper (Cleave)
852,NAKED,mãʧuʷad̺í,m ã ʧ uʷ a d̺ í ,,,ura_2002_lex_naked,590,NAKED,,DESNUDO
853,SPREAD OUT,had̺ããt̪í,h a d̺ ã ã + t̪ í ,,be.wide-INT:NMLR',ura_2002_lex_spread out,38,SPREAD OUT,,EXTENDIDO
854,STINGY,ahiʲat̺í,a h iʲ a + t̺ í,,be.sharp-INT:NMLR',ura_2002_lex_stingy,1774,STINGY,,PUNZANTE
855,CORNER,l̪aad̺ú,l̪ a a d̺ ú,,Probably from Spanish lado,ura_2002_lex_corner,192,CORNER,,ESQUINA
856,GENTLE,kawaʧan̪ĩhĩ́,k a w a ʧ a n̪ ĩ h ĩ́,,,ura_2002_lex_gentle,1954,GENTLE,,AMABLE
857,CLUB,,,,,,1763,CLUB,,CLUB
858,DIRT,d̪ad̪ɨᶭáki,d̪ a d̪ ɨᶭ á k i,,,ura_2002_lex_dirt,25,DIRT,,SUCIEDAD
859,TRUTH,es̪iɲãẽ́,e s̪ i ɲ ã ẽ́,,,ura_2002_lex_truth,1638,TRUTH,,VERDAD
860,OAR,kihʲá,k i hʲ á,,,ura_2002_lex_oar,3137,OAR,,REMO
861,FLOOR,,,,,ura_2002_lex_floor,1632,FLOOR,,PISO
862,SPADE,,,,,,1176,SPADE,,PALA
863,GUTS,,,,,,1334,GUTS,,VÍSCERAS
864,TREE TRUNK,en̪ɨ̃ᶭã t̪emɨ̃́d̺a,e n̪ ɨ̃ᶭ ã + t̪ e m ɨ̃́ d̺ a,,wood' + 'plant',ura_2002_lex_tree trunk,344,TREE TRUNK,,TRONCO DE ARBOL
865,SWAMP,kuɨt̪ɨká,k u ɨ t̪ ɨ k á,,,ura_2002_lex_swamp,1145,SWAMP,,PANTANO
866,DISH,,,,,,481,DISH,,PLATO
867,HEAT,ahad̺ún̪ã,a h a d̺ ú + n̪ ã,,be.hot-NMLR',ura_2002_lex_heat,612,HEAT,,CALOR
868,ESCAPE,n̪ĩʧut̪én̪ã,n̪ ĩ ʧ u t̪ é + n̪ ã,,escape-NMLR',ura_2002_lex_escape,1615,ESCAPE,,ESCAPAR
869,WEEK,,,,,,1469,WEEK,,SEMANA
870,PROMISE,kul̪et̪un̪ã́,k u l̪ e t̪ u + n̪ ã́,,promise-NMLR',ura_2002_lex_promise,1675,PROMISE,,PROMETER
871,DESTROY,,,,,,681,DESTROY,,DESTRUIR
872,ONLY,,,,,,1580,ONLY,,SOLO
873,AFTERWARDS,n̪ẽbája,n̪ ẽ b á j a,,,ura_2002_lex_afterwards,2093,AFTERWARDS,,DESPUÉS
874,SPOIL (BECOME SPOILED),as̪aaen̪ã́,a s̪ a a e + n̪ ã́,,spoil-NMLR',ura_2002_lex_spoil (become spoiled),569,SPOIL (BECOME SPOILED),, MALOGRARSE
875,"LID (COVER, CAP)",t̪afʷaá,t̪ a fʷ a á ,,,"ura_2002_lex_lid (cover, cap)",2319,"LID (COVER, CAP)",,"Tapa (cubierta, gorra)"
876,CALABASH,fukú,f u k ú,,,ura_2002_lex_calabash,3918,CALABASH,,CALABAZA
878,MIND,s̪ɨɨhí,s̪ ɨ ɨ h í,,,ura_2002_lex_mind,1562,MIND,,MENTE
879,DECEIVE,kud̺it̪an̪ã́,k u d̺ i t̪ a + n̪ ã́,,deceive-NMLR',ura_2002_lex_deceive,3230,DECEIVE,,ENGAÑAR
880,BREAD,fãã́,f ã ã́ ,,From Spanish pan,ura_2002_lex_bread,1368,BREAD,,PAN
881,CLAY,s̪á,s̪ á,,,ura_2002_lex_clay,1399,CLAY,,ARCILLA
882,TALK,ed̺en̪ãã́,e d̺ e + n̪ ã ã́,,talk-NMLR',ura_2002_lex_talk,2708,TALK,,HABLAR
883,LEATHER,kad̺í,k a d̺ í,,,ura_2002_lex_leather,629,LEATHER,,CUERO
884,BE ANGRY,ubaén̪ã,u b a é + n̪ ã,,get.angry-NMLR',ura_2002_lex_be angry,2223,BE ANGRY,,ESTAR ENOJADO
885,GLASS,,,,,,604,GLASS,,VASO
886,BOAST,,,,,,101,BOAST,,PRESUMIR
887,SPIRIT,s̪ɨɨhí,s̪ ɨ ɨ h í,,,ura_2002_lex_spirit,53,SPIRIT,,ESPÍRITU
888,DEMON,t̪aibiɲããẽ́,t̪ a i b i ɲ ã ã ẽ́ ,,,ura_2002_lex_demon,1973,DEMON,,DEMONIO
889,END (OF SPACE),n̪ãɨ̃ᶭá,n̪ ã ɨ̃ᶭ á,,,ura_2002_lex_end (of space),742,END (OF SPACE),,BORDE
890,STRING,kuhí,k u h í,,,ura_2002_lex_string,362,STRING,,CADENA
891,HANG,t̪ihiʧan̪ã́,t̪ i h i ʧ a + n̪ ã́,,hang-NMLR',ura_2002_lex_hang,2884,HANG,,COLGAR
892,KEEP,bed̺aʲɲãã́,b e d̺ aʲ + ɲ ã ã́,,keep-NL'R',ura_2002_lex_keep,1477,KEEP,,MANTENER
893,KNOCK,fauit̪un̪ã́,f a u i t̪ u + n̪ ã́,,knock-NMLR',ura_2002_lex_knock,2396,KNOCK,,GOLPEAR
894,DIFFERENT,n̪ehel̪aɨ́n̪ẽẽĩ,n̪ e h e l̪ a ɨ́ + n̪ ẽ ẽ + ĩ,,other.side-be-NMLR',ura_2002_lex_different,2504,DIFFERENT,,DIFERENTE
895,KNOT,n̪ĩʰʧú,n̪ ĩʰ ʧ ú,,,ura_2002_lex_knot,760,KNOT,,NUDO
896,MARE,,,,,,938,MARE,,YEGUA
897,BE ABLE,aɲã n̪ãĩ́n̪ĩã,a ɲ ã + n̪ ã ĩ́ n̪ ĩ ã,,,ura_2002_lex_be able,972,BE ABLE,,SER CAPAZ
898,FART,ɨd̺íɲẽ,ɨ d̺ í ɲ ẽ,,,ura_2002_lex_fart,1159,FART,,PEDO
899,BE BORN,n̪ãhãn̪ũʷán̪ã,n̪ ã h ã n̪ ũʷ á + n̪ ã,,be.born-NMLR',ura_2002_lex_be born,1090,BE BORN,,NACER
900,UPPER ARM,n̪ũhũãɨ̃́,n̪ ũ h ũ ã ɨ̃́,,,ura_2002_lex_upper arm,431,UPPER ARM,,PARTE SUPERIOR DEL BRAZO
901,PAINT (PIGMENTS),kul̪ú,k u l̪ ú,,,ura_2002_lex_paint (pigments),647,PAINT (PIGMENTS),,PINTURA
902,LOWER ARM,n̪ũhũã́ɨ̃,n̪ ũ h ũ ã́ ɨ̃,,,ura_2002_lex_lower arm,446,LOWER ARM,,ANTEBRAZO
903,GREY,,,,,,153,GREY,,GRIS
904,TASTE,ɹaut̪un̪ṹ,ɹ a u t̪ u n̪ ṹ,,,ura_2002_lex_taste,2190,TASTE,,GUSTO
905,FAT (FROM ANIMALS),ed̺én̪ẽ,e d̺ é n̪ ẽ,,,ura_2002_lex_fat (from animals),1282,FAT (FROM ANIMALS),,Grasa (de animales)
906,SOME,ʤɨn̪ĩkúʷa,ʤ ɨ n̪ ĩ k úʷ a,,,ura_2002_lex_some,1241,SOME,,ALGUNO
907,THEN,n̪ẽbáia,n̪ ẽ b á i a,,,ura_2002_lex_then,2921,THEN,,ENTONCES
908,AIR,kɨhɨᶭan̪ã́,k ɨ h ɨᶭ a n̪ ã́,,,ura_2002_lex_air,27,AIR,,AIRE
909,PART,hel̪aí,h e l̪ a í,,,ura_2002_lex_part,779,PART,,PARTE
910,SAME,kɨ́,k ɨ́,,,ura_2002_lex_same,200,SAME,,MISMO
911,ROUGH,,,,,,1923,ROUGH,,ÁSPERO
912,BESIDE,hin̪ĩkĩĩ́,h i n̪ ĩ k ĩ ĩ́,,,ura_2002_lex_beside,1816,BESIDE,,AL LADO DE
913,LOUD,t̪un̪ĩhʲã́ĩ,t̪ u n̪ ĩ + hʲ ã́ + ĩ,,sound-make-NMLR',ura_2002_lex_loud,377,LOUD,,RUIDOSO
914,QUIET,ɹaɨt̪uhẽẽĩ́,ɹ a ɨ t̪ u + h ẽ ẽ + ĩ́  ,,quiet-CONT-NMLR',ura_2002_lex_quiet,1314,QUIET,,TRANQUILO
915,NOTHING,aiʲeí,a iʲ e í,,,ura_2002_lex_nothing,687,NOTHING,,NADA
916,LOWER LEG,fed̺ú,f e d̺ ú,,,ura_2002_lex_lower leg,447,LOWER LEG,,PARTE INFERIOR DE LA PIERNA
917,LIGHT (COLOR),s̪umãhĩṹhʷãĩ,s̪ u m ã + h ĩ ṹ + hʷ ã + ĩ,,be.white-DER-DER-NMLR',ura_2002_lex_light (color),250,LIGHT (COLOR),,COLOR CLARO
918,SCARED,n̪ẽs̪ũn̪ẽ́n̪ã ,n̪ ẽ s̪ ũ n̪ ẽ́ + n̪ ã ,,fear-NMLR',ura_2002_lex_scared,3033,SCARED,,ASUSTADO
919,CRUSH,ʃait̪un̪ã́,ʃ a i t̪ u + n̪ ã́,,,ura_2002_lex_crush,1520,CRUSH,,APLASTAR
920,ASHAMED,kuehet̪un̪ãã́,k u e h e t̪ u + n̪ ã ã́ ,,embarras-NMLR',ura_2002_lex_ashamed,,,,AVERGONZADO
